data,Precipitação,Temperatura
2018-06-07,0.0,4.757604166666667
2018-06-08,0.0,4.519104166666667
2018-06-09,0.0,4.2508125
2018-06-10,0.0,4.283479166666667
2018-06-11,0.0,4.8957500000000005
2018-06-12,1.6,4.275354166666666
2018-06-13,0.6000000000000001,3.2151666666666667
2018-06-14,0.0,4.845958333333333
2018-06-15,0.0,4.513958333333333
2018-06-16,0.0,3.887
2018-06-17,0.0,3.4148541666666667
2018-06-18,0.0,2.883479166666667
2018-06-19,0.0,3.4611250000000005
2018-06-20,0.0,3.9040208333333335
2018-06-21,0.0,4.0285416666666665
2018-06-22,0.0,3.9325833333333335
2018-06-23,0.0,4.732895833333333
2018-06-24,0.0,4.0888125
2018-06-25,0.0,2.5340624999999997
2018-06-26,0.0,3.7455416666666665
2018-06-27,0.0,3.582708333333333
2018-06-28,0.0,3.5206041666666668
2018-06-29,0.0,3.6757708333333334
2018-06-30,0.0,3.5403333333333333
2018-07-01,0.0,3.973125
2018-07-02,0.0,4.068416666666667
2018-07-03,0.0,4.1425624999999995
2018-07-04,0.0,3.346291666666666
2018-07-05,0.0,4.533479166666667
2018-07-06,0.2,4.8094375000000005
2018-07-07,0.0,4.52925
2018-07-08,0.0,4.137708333333333
2018-07-09,0.0,4.1419375
2018-07-10,0.0,3.142041666666666
2018-07-11,4.201,3.8761666666666668
2018-07-12,0.0,2.9790208333333332
2018-07-13,0.0,3.0961458333333334
2018-07-14,0.0,3.683145833333333
2018-07-15,0.0,3.9981666666666666
2018-07-16,0.0,2.9781666666666666
2018-07-17,0.0,4.187187499999999
2018-07-18,0.0,4.489625
2018-07-19,0.0,4.5738125
2018-07-20,0.0,4.128958333333333
2018-07-21,2.4000000000000004,3.687708333333333
2018-07-22,0.0,4.336479166666667
2018-07-23,0.8,4.282979166666666
2018-07-24,0.0,4.241916666666667
2018-07-25,0.0,4.256875
2018-07-26,0.0,4.061
2018-07-27,0.0,4.1206249999999995
2018-07-28,0.0,4.654770833333333
2018-07-29,0.0,4.744684210526316
2018-07-30,0.0,
2018-07-31,0.0,
2018-08-01,0.8,
2018-08-02,0.6,
2018-08-03,0.4,
2018-08-04,1.2,
2018-08-05,0.0,
2018-08-06,0.0,
2018-08-07,0.0,
2018-08-08,5.8,
2018-08-09,1.4,
2018-08-10,0.0,
2018-08-11,0.0,
2018-08-12,0.0,
2018-08-13,0.0,
2018-08-14,0.0,
2018-08-15,0.0,
2018-08-16,3.6,
2018-08-17,0.0,
2018-08-18,0.0,
2018-08-19,0.0,
2018-08-20,0.0,
2018-08-21,0.0,
2018-08-22,1.2000000000000002,
2018-08-23,0.0,
2018-08-24,0.0,
2018-08-25,0.0,
2018-08-26,0.0,
2018-08-27,6.601,
2018-08-28,0.0,
2018-08-29,0.0,
2018-08-30,0.0,
2018-08-31,0.0,
2018-09-01,0.0,
2018-09-02,0.0,
2018-09-03,0.0,
2018-09-04,0.0,
2018-09-05,0.0,
2018-09-06,0.0,
2018-09-07,0.0,
2018-09-08,0.0,
2018-09-09,0.0,
2018-09-10,0.0,
2018-09-11,0.0,
2018-09-12,0.0,
2018-09-13,0.0,
2018-09-14,0.0,
2018-09-15,0.0,
2018-09-16,2.2,
2018-09-17,7.6,
2018-09-18,4.0,
2018-09-19,0.2,
2018-09-20,0.0,
2018-09-21,0.2,
2018-09-22,0.0,
2018-09-23,0.2,
2018-09-24,7.2,
2018-09-25,0.2,
2018-09-26,7.401999999999999,
2018-09-27,7.402,
2018-09-28,0.0,
2018-09-29,0.0,
2018-09-30,2.2,
2018-10-01,4.0,
2018-10-02,0.0,
2018-10-03,1.4,
2018-10-04,1.0,
2018-10-05,11.001,
2018-10-06,0.0,
2018-10-07,0.0,
2018-10-08,0.0,
2018-10-09,0.0,
2018-10-10,0.0,
2018-10-11,0.0,
2018-10-12,0.0,
2018-10-13,3.8,
2018-10-14,4.6,
2018-10-15,2.4,
2018-10-16,13.001,
2018-10-17,9.0,
2018-10-18,2.6,
2018-10-19,14.6,
2018-10-20,7.3999999999999995,
2018-10-21,16.8,
2018-10-22,1.6,
2018-10-23,8.2,
2018-10-24,3.4,
2018-10-25,0.8,
2018-10-26,1.0,
2018-10-27,0.0,
2018-10-28,5.601,
2018-10-29,4.4,
2018-10-30,0.8,
2018-10-31,7.8,
2018-11-01,1.2,
2018-11-02,8.6,
2018-11-03,11.401,
2018-11-04,0.8,
2018-11-05,0.0,
2018-11-06,0.8,
2018-11-07,3.0,
2018-11-08,0.6000000000000001,
2018-11-09,2.2,
2018-11-10,3.2,
2018-11-11,19.403,
2018-11-12,0.0,
2018-11-13,0.0,
2018-11-14,2.0,
2018-11-15,13.6,
2018-11-16,4.4,
2018-11-17,7.8,
2018-11-18,3.4,
2018-11-19,6.6,
2018-11-20,15.602,
2018-11-21,3.2,
2018-11-22,14.0,
2018-11-23,16.602,
2018-11-24,6.8,
2018-11-25,6.6000000000000005,
2018-11-26,11.8,
2018-11-27,0.2,
2018-11-28,0.0,
2018-11-29,0.0,
2018-11-30,0.0,
2018-12-01,0.0,
2018-12-02,0.0,
2018-12-03,0.0,
2018-12-04,0.0,
2018-12-05,0.0,
2018-12-06,1.9999999999999998,
2018-12-07,17.202,
2018-12-08,6.0,
2018-12-09,3.4,
2018-12-10,4.6000000000000005,
2018-12-11,10.2,
2018-12-12,3.2,
2018-12-13,0.0,
2018-12-14,1.2000000000000002,
2018-12-15,2.8000000000000003,
2018-12-16,1.0,
2018-12-17,3.8,
2018-12-18,3.8000000000000003,
2018-12-19,5.2,
2018-12-20,9.2,
2018-12-21,12.601,
2018-12-22,15.200999999999999,
2018-12-23,19.205,
2018-12-24,0.6,
2018-12-25,0.2,
2018-12-26,1.0,
2018-12-27,2.4,
2018-12-28,5.6000000000000005,
2018-12-29,2.2,
2018-12-30,5.601,
2018-12-31,0.2,
2019-01-01,0.0,
2019-01-02,0.0,
2019-01-03,0.0,
2019-01-04,3.8,
2019-01-05,4.6,
2019-01-06,12.401,
2019-01-07,2.6,
2019-01-08,10.801,
2019-01-09,8.4,
2019-01-10,7.8,
2019-01-11,3.6,
2019-01-12,7.401,
2019-01-13,1.8,
2019-01-14,10.802,
2019-01-15,10.401,
2019-01-16,7.800000000000001,
2019-01-17,9.0,
2019-01-18,10.8,
2019-01-19,5.2,
2019-01-20,5.4,
2019-01-21,7.8,
2019-01-22,10.200000000000001,
2019-01-23,9.0,
2019-01-24,10.4,
2019-01-25,10.8,
2019-01-26,14.603,
2019-01-27,11.602,
2019-01-28,10.001000000000001,
2019-01-29,8.0,
2019-01-30,17.203,
2019-01-31,0.8,
2019-02-01,2.8000000000000003,
2019-02-02,5.2,
2019-02-03,3.6,
2019-02-04,8.2,
2019-02-05,11.8,
2019-02-06,5.4,
2019-02-07,11.2,
2019-02-08,7.2010000000000005,
2019-02-09,8.201,
2019-02-10,8.200000000000001,
2019-02-11,29.406,
2019-02-12,19.602,
2019-02-13,21.804,
2019-02-14,0.6000000000000001,
2019-02-15,6.4,
2019-02-16,11.6,
2019-02-17,5.4,
2019-02-18,3.6,
2019-02-19,11.8,
2019-02-20,3.4,
2019-02-21,1.6,
2019-02-22,2.6,
2019-02-23,5.0,
2019-02-24,9.2,
2019-02-25,5.4,
2019-02-26,8.201,
2019-02-27,2.2,
2019-02-28,6.4,
2019-03-01,9.8,
2019-03-02,9.801,
2019-03-03,0.0,
2019-03-04,4.2,
2019-03-05,0.8,
2019-03-06,8.4,
2019-03-07,9.0,
2019-03-08,9.8,
2019-03-09,4.6000000000000005,
2019-03-10,8.4,
2019-03-11,2.2,
2019-03-12,1.8,
2019-03-13,6.0,
2019-03-14,4.2,
2019-03-15,10.4,
2019-03-16,1.4000000000000001,
2019-03-17,4.8,
2019-03-18,2.8,
2019-03-19,9.401,
2019-03-20,11.8,
2019-03-21,8.8,
2019-03-22,4.6,
2019-03-23,15.001,
2019-03-24,15.4,
2019-03-25,5.0,
2019-03-26,1.2,
2019-03-27,8.6,
2019-03-28,9.801,
2019-03-29,8.6,
2019-03-30,1.5999999999999999,
2019-03-31,0.4,
2019-04-01,3.1999999999999997,
2019-04-02,14.600999999999999,
2019-04-03,10.0,
2019-04-04,1.6,
2019-04-05,0.0,
2019-04-06,9.2,
2019-04-07,1.4000000000000001,
2019-04-08,7.2,
2019-04-09,4.4,
2019-04-10,6.601,
2019-04-11,0.0,
2019-04-12,1.0,
2019-04-13,2.4,
2019-04-14,4.2,
2019-04-15,2.4,
2019-04-16,2.4,
2019-04-17,3.6,
2019-04-18,0.4,
2019-04-19,5.801,
2019-04-20,0.2,
2019-04-21,1.6,
2019-04-22,3.0,
2019-04-23,0.0,
2019-04-24,1.4000000000000001,
2019-04-25,0.4,6.874238095238096
2019-04-26,0.0,6.949083333333333
2019-04-27,5.6000000000000005,5.278875
2019-04-28,4.6000000000000005,4.485604166666667
2019-04-29,2.0,4.969041666666667
2019-04-30,1.4,5.700166666666667
2019-05-01,1.8,5.141
2019-05-02,0.2,6.501791666666667
2019-05-03,0.2,6.099104166666667
2019-05-04,2.0,4.34
2019-05-05,8.6,4.5945625
2019-05-06,2.8000000000000003,4.400833333333334
2019-05-07,0.0,5.130229166666667
2019-05-08,0.0,4.751916666666667
2019-05-09,0.0,4.749520833333333
2019-05-10,1.2000000000000002,5.4053125
2019-05-11,0.2,6.581645833333333
2019-05-12,0.0,6.6908125
2019-05-13,5.4,4.1099375
2019-05-14,2.4,3.7395625
2019-05-15,0.0,4.393666666666666
2019-05-16,0.0,4.7256875
2019-05-17,0.0,4.724916666666666
2019-05-18,0.0,4.6619375
2019-05-19,0.0,5.144
2019-05-20,0.0,5.012645833333333
2019-05-21,0.4,4.1926875
2019-05-22,1.6,5.206625
2019-05-23,0.0,4.982375
2019-05-24,0.0,5.446729166666667
2019-05-25,0.2,4.404791666666667
2019-05-26,1.4,4.9423125
2019-05-27,3.8000000000000003,5.284395833333334
2019-05-28,1.4,4.128645833333334
2019-05-29,0.0,5.228208333333334
2019-05-30,0.0,5.367062499999999
2019-05-31,0.0,5.795708333333334
2019-06-01,0.0,5.4403958333333335
2019-06-02,0.0,5.456499999999999
2019-06-03,0.0,4.875854166666667
2019-06-04,0.0,4.561875
2019-06-05,0.0,4.039625
2019-06-06,0.0,4.485604166666667
2019-06-07,0.0,5.031979166666667
2019-06-08,0.0,6.160583333333332
2019-06-09,2.2,5.3565625
2019-06-10,1.2000000000000002,5.084791666666667
2019-06-11,0.2,5.216020833333333
2019-06-12,0.0,5.710604166666666
2019-06-13,0.0,5.6215
2019-06-14,0.0,4.882625
2019-06-15,0.0,4.041166666666666
2019-06-16,2.2,3.8748958333333334
2019-06-17,1.8,3.329875
2019-06-18,0.0,4.931791666666666
2019-06-19,0.0,5.585416666666667
2019-06-20,0.0,5.160083333333334
2019-06-21,0.0,5.1309375
2019-06-22,0.0,5.0703125
2019-06-23,0.0,4.3085625
2019-06-24,0.0,4.652041666666666
2019-06-25,0.0,5.357583333333333
2019-06-26,0.0,5.595229166666667
2019-06-27,0.0,5.445854166666667
2019-06-28,0.0,4.579458333333333
2019-06-29,3.0,3.4572708333333337
2019-06-30,1.0,4.12475
2019-07-01,0.0,5.086291666666667
2019-07-02,0.0,4.861041666666667
2019-07-03,0.0,4.5809999999999995
2019-07-04,0.0,
2019-07-05,0.0,4.307829787234042
2019-07-06,0.0,4.5845416666666665
2019-07-07,5.8,2.9490625
2019-07-08,0.0,3.9903125
2019-07-09,0.0,3.882
2019-07-10,0.0,4.135395833333333
2019-07-11,0.0,3.8817291666666667
2019-07-12,0.0,5.042645833333333
2019-07-13,0.0,3.987083333333333
2019-07-14,0.0,3.157958333333333
2019-07-15,0.0,4.7723125
2019-07-16,0.0,4.858458333333333
2019-07-17,0.0,3.9204375000000002
2019-07-18,0.0,4.628020833333333
2019-07-19,0.0,3.7876041666666667
2019-07-20,0.0,4.054145833333333
2019-07-21,0.0,4.680458333333333
2019-07-22,0.0,4.363541666666666
2019-07-23,0.0,4.166291666666667
2019-07-24,0.8,2.7211250000000002
2019-07-25,4.2,2.2847500000000003
2019-07-26,0.0,3.3015000000000003
2019-07-27,0.8,3.0176250000000002
2019-07-28,0.0,3.372833333333334
2019-07-29,0.0,4.519291666666667
2019-07-30,0.0,4.193520833333333
2019-07-31,0.0,4.011104166666667
2019-08-01,0.0,4.8853333333333335
2019-08-02,0.0,4.9474375
2019-08-03,0.0,4.7215625
2019-08-04,0.0,4.3675625
2019-08-05,0.0,5.1808958333333335
2019-08-06,0.0,4.650625
2019-08-07,0.0,4.717145833333333
2019-08-08,0.0,3.8780208333333337
2019-08-09,0.0,3.959979166666667
2019-08-10,0.0,3.1636875
2019-08-11,0.0,4.692333333333333
2019-08-12,0.0,5.254895833333333
2019-08-13,0.0,4.59275
2019-08-14,0.0,4.413020833333333
2019-08-15,0.0,3.9034791666666666
2019-08-16,0.0,3.8924583333333334
2019-08-17,0.0,5.725333333333334
2019-08-18,0.0,6.103729166666667
2019-08-19,0.0,4.8736041666666665
2019-08-20,0.0,4.283791666666667
2019-08-21,0.0,3.7284375
2019-08-22,0.0,4.109062499999999
2019-08-23,0.0,3.916166666666667
2019-08-24,1.0,4.1245416666666666
2019-08-25,0.0,4.567916666666666
2019-08-26,0.0,4.813854166666666
2019-08-27,0.0,3.8384375
2019-08-28,0.6000000000000001,3.317
2019-08-29,0.0,4.971479166666667
2019-08-30,0.0,4.9963125
2019-08-31,0.0,5.2851875
2019-09-01,0.0,4.6766875
2019-09-02,0.0,5.214854166666667
2019-09-03,0.0,5.2934375000000005
2019-09-04,0.0,5.053708333333334
2019-09-05,1.0,3.473854166666667
2019-09-06,0.0,4.843812499999999
2019-09-07,0.0,4.367145833333333
2019-09-08,0.0,5.657583333333334
2019-09-09,0.0,5.3559375
